80,passenger38,1.882,18.860151209703147,5.674388363144105,2
90,passenger38,1.882,18.861709073213845,7.560556742784557,2
100,passenger38,1.882,18.860811502413533,9.446680349767552,2
110,passenger38,1.882,18.86023471099675,11.332737206435239,2
120,passenger38,1.882,18.85717368523553,13.218577185540155,2
130,passenger38,1.882,18.859203106858764,15.104341757502782,2
140,passenger38,1.882,18.86558782184028,16.9905978933015,2
150,motorcycle16,5.86,20.047553223585826,3.4626905322405253,0
150,passenger38,1.882,18.87365148059968,18.87759149854504,2
160,motorcycle16,5.86,20.061521379628417,5.468245387272901,0
160,passenger38,1.882,18.882705554650684,20.765427707324378,2
170,motorcycle16,5.86,20.0856328715305,7.475665169620811,0
170,motorcycle18,6.209,18.938737187923586,3.740820999804104,2
170,passenger38,1.882,18.893987110753013,22.654302770523124,2
180,motorcycle16,5.86,20.129620565805254,9.48644064869546,0
180,passenger88,2.268,20.7785,5.7311819999999996,1
180,motorcycle18,6.209,18.752367331025564,5.624220597809828,2
180,passenger38,1.882,18.90520911808349,24.544318899966825,2
190,motorcycle16,5.86,20.183140736232776,11.502266878844623,0
190,passenger88,2.268,20.75300000000006,7.807877000000001,1
190,motorcycle18,6.209,18.593894767428054,7.490396694129344,2
190,passenger38,1.882,18.913013366296266,26.43527732640716,2
200,motorcycle16,5.86,20.22073083037745,13.522931437290561,0
200,passenger88,2.268,20.69750000000019,9.880372000000014,1
200,motorcycle18,6.209,18.493685040477168,9.343949335299756,2
200,passenger38,1.882,18.920353816578437,28.32697067934763,2
210,motorcycle16,5.86,20.249225107089362,15.546494857236299,0
210,passenger88,2.268,20.61200000000039,11.945667000000045,1
210,motorcycle18,6.209,18.43034059551129,11.189418874932802,2
210,passenger38,1.882,18.926805366044906,30.219398289623317,2
220,motorcycle16,5.86,20.287837404306543,17.57339495438265,0
220,passenger88,2.268,20.49650000000066,14.000762000000098,1
220,motorcycle18,6.209,18.366483689250614,13.02917386657553,2
220,passenger38,1.882,18.931987424870023,32.11234604239057,2
230,motorcycle16,5.86,20.324275119976495,19.60432445622354,0
230,passenger88,2.268,20.351000000000997,16.04265700000018,1
230,motorcycle18,6.209,18.302377976938654,14.8622430405887,2
230,passenger38,1.882,18.935415778800124,34.005732407901554,2
240,motorcycle26,5.876,19.118500000671325,3.4569450000234965,0
240,motorcycle16,5.86,20.357289437750815,21.638475274424835,0
240,passenger88,2.268,20.175500000001406,18.068352000000303,1
240,motorcycle18,6.209,18.2472502446429,16.689424240878363,2
240,passenger38,1.882,18.93619280493639,35.89938228470705,2
250,motorcycle26,5.876,19.13079882818818,5.369546144677488,0
250,motorcycle16,5.86,20.381591042908205,23.67582727797237,0
250,passenger88,2.268,19.970000000001885,20.074847000000464,1
250,motorcycle18,6.209,18.20703231908574,18.5118181242473,2
250,passenger38,1.882,18.938029729681162,37.79305914317049,2
260,motorcycle26,5.876,19.137482265474283,7.282999085070029,0
260,motorcycle16,5.86,20.403624484424448,25.714996565202846,0
260,passenger88,2.268,19.734500000002434,22.059142000000683,1
260,motorcycle18,6.209,18.19773588259715,20.33170961325554,2
260,passenger38,1.882,18.94738000499968,39.687359630980076,2
270,motorcycle26,5.876,19.14071908379814,9.196959471668313,0
270,motorcycle16,5.86,20.440106293147,27.757320858463917,0
270,passenger88,2.268,19.469000000003053,24.018237000000955,1
270,motorcycle18,6.209,18.19881205638008,22.15154833596237,2
270,passenger38,1.882,18.95758675991433,41.58258622710208,2
280,motorcycle26,5.876,19.15545309047835,11.11171844755921,0
280,motorcycle16,5.86,20.474721110861566,29.80313969804408,0
280,passenger88,2.268,19.189625663149393,25.94953953597915,1
280,motorcycle18,6.209,18.19953392650753,23.971489199447348,2
280,passenger38,1.882,18.973558647859747,43.47920902775701,2
290,motorcycle26,5.876,19.172352830520968,13.028237565600971,0
290,motorcycle16,5.86,20.52597296295109,31.85329613953275,0
